coco_mid_price,pc_mid_price,,,,
7993,15022.5,,,,
7994,15023.5,,,,
7995,15024.5,,,,
7995,15022.5,,,,
7994.5,15024,,,,
7994.5,15024.5,,,,
7995.5,15029.5,,,,
7996,15034.5,,,,
7996,15034,,,,
7996,15033.5,,,,
7996.5,15034.5,,,,
7996,15033.5,,,,
7997,15034,,,,
7995,15030.5,,,,
7995,15029.5,,,,
7995.5,15030.5,,,,
7994.5,15029.5,,,,
7995,15031,,,,
7994.5,15028.5,,,,
7993.5,15026.5,,,,
7993,15026,,,,
7992.5,15026,,,,
7993.5,15024.5,,,,
7994.5,15023.5,,,,
7992.5,15019.5,,,,
7990.5,15019.5,,,,
7993,15022,,,,
7992.5,15016.5,,,,
7993.5,15018.5,,,,
7993.5,15017.5,,,,
7995.5,15019.5,,,,
7994,15015.5,,,,
7995,15016.5,,,,
7996.5,15018.5,,,,
7997.5,15019.5,,,,
7996.5,15016.5,,,,
7997,15020.5,,,,
7995,15020.5,,,,
7995.5,15019.5,,,,
7996.5,15020.5,,,,
7997.5,15020.5,,,,
7997.5,15020.5,,,,
7998.5,15020.5,,,,
7999,15021.5,,,,
7997.5,15017.5,,,,
7996,15014.5,,,,
7996.5,15015.5,,,,
7996,15009,,,,
7996,15009.5,,,,
7995.5,15006.5,,,,
7995.5,15009.5,,,,
7996,15007.5,,,,
7995,15004.5,,,,
7995.5,15004.5,,,,
7995.5,15003,,,,
7995,15003.5,,,,
7995,15004,,,,
7994.5,15005.5,,,,
7994.5,15004.5,,,,
7995,15002.5,,,,
7995,15003.5,,,,
7994.5,15003.5,,,,
7995,15003.5,,,,
7995.5,15004.5,,,,
7997,15003.5,,,,
7998,15007,,,,
7997.5,15006.5,,,,
7997.5,15006.5,,,,
7995.5,15002.5,,,,
7995,15000,,,,
7994.5,15000,,,,
7995,14999.5,,,,
7995.5,14999.5,,,,
7996.5,15001.5,,,,
7996.5,14999.5,,,,
7995.5,14999.5,,,,
7995.5,14995.5,,,,
7995.5,14998,,,,
7995,14995.5,,,,
7995.5,14996,,,,
7994.5,14991.5,,,,
7993.5,14987.5,,,,
7992.5,14986.5,,,,
7992.5,14984.5,,,,
7992,14982.5,,,,
7992.5,14986.5,,,,
7993.5,14990.5,,,,
7994,14988,,,,
7993,14985.5,,,,
7993,14984.5,,,,
7993.5,14983.5,,,,
7995.5,14986.5,,,,
7994.5,14983.5,,,,
7996.5,14987.5,,,,
7996.5,14985.5,,,,
7996.5,14986,,,,
7996.5,14986.5,,,,
7997.5,14988.5,,,,
7996.5,14988,,,,
7995.5,14984.5,,,,
7995,14981.5,,,,
7994,14979,,,,
7994,14978.5,,,,
7993,14976.5,,,,
7993.5,14978,,,,
7994,14978.5,,,,
7992.5,14976,,,,
7992.5,14974.5,,,,
7992,14977.5,,,,
7992,14976.5,,,,
7991.5,14976.5,,,,
7990.5,14977.5,,,,
7991,14977.5,,,,
7991,14975.5,,,,
7990,14972.5,,,,
7990,14973.5,,,,
7989.5,14974.5,,,,
7989.5,14975.5,,,,
7990,14975.5,,,,
7988.5,14975.5,,,,
7990,14974.5,,,,
7989.5,14974,,,,
7989,14975.5,,,,
7988.5,14974.5,,,,
7988.5,14973.5,,,,
7989,14975.5,,,,
7988.5,14976.5,,,,
7988,14977.5,,,,
7987.5,14979,,,,
7987,14977.5,,,,
7986.5,14977.5,,,,
7986.5,14978.5,,,,
7986,14976.5,,,,
7987,14979.5,,,,
7987.5,14980.5,,,,
7987,14976.5,,,,
7987,14977.5,,,,
7988,14978.5,,,,
7989,14978,,,,
7990,14980.5,,,,
7989.5,14978.5,,,,
7990,14977.5,,,,
7990,14978.5,,,,
7991.5,14983,,,,
7992.5,14985.5,,,,
7992,14986,,,,
7991.5,14984.5,,,,
7991.5,14982.5,,,,
7990.5,14983,,,,
7990.5,14982.5,,,,
7989.5,14982.5,,,,
7988.5,14982.5,,,,
7987.5,14980,,,,
7987.5,14981.5,,,,
7985.5,14979.5,,,,
7984.5,14976.5,,,,
7984.5,14975,,,,
7983.5,14971.5,,,,
7984.5,14972,,,,
7985.5,14973.5,,,,
7984.5,14973.5,,,,
7984.5,14977,,,,
7985.5,14979,,,,
7983.5,14976.5,,,,
7983,14976.5,,,,
7983.5,14980.5,,,,
7983.5,14979,,,,
7983.5,14974.5,,,,
7984,14978.5,,,,
7984.5,14978.5,,,,
7985,14981.5,,,,
7984,14981.5,,,,
7984,14982.5,,,,
7983.5,14981.5,,,,
7983,14981.5,,,,
7981.5,14977.5,,,,
7981,14974.5,,,,
7980.5,14974.5,,,,
7978.5,14972.5,,,,
7979.5,14975,,,,
7980.5,14976.5,,,,
7981.5,14977.5,,,,
7982.5,14980,,,,
7982.5,14980.5,,,,
7982,14977.5,,,,
7983.5,14981.5,,,,
7983,14981.5,,,,
7984.5,14985,,,,
7985.5,14983.5,,,,
7985,14980.5,,,,
7986,14979.5,,,,
7985.5,14980,,,,
7985.5,14979.5,,,,
7985.5,14978.5,,,,
7985.5,14980.5,,,,
7985,14975,,,,
7984,14974.5,,,,
7984.5,14978,,,,
7983,14972.5,,,,
7983,14973,,,,
7980.5,14968.5,,,,
7981,14962.5,,,,
7977.5,14960.5,,,,
7978.5,14957.5,,,,
7978.5,14957.5,,,,
7977.5,14953,,,,
7977.5,14952.5,,,,
7978.5,14953.5,,,,
7977.5,14950.5,,,,
7977,14950.5,,,,
7976.5,14951,,,,
7976,14950.5,,,,
7976,14951.5,,,,
7975,14951.5,,,,
7975.5,14955.5,,,,
7975,14955.5,,,,
7974.5,14952.5,,,,
7974.5,14952.5,,,,
7974.5,14952.5,,,,
7976,14958,,,,
7975.5,14955.5,,,,
7975.5,14954,,,,
7974.5,14952.5,,,,
7974.5,14952.5,,,,
7975,14955.5,,,,
7975,14958,,,,
7974.5,14959.5,,,,
7974.5,14960.5,,,,
7974.5,14963.5,,,,
7974,14960.5,,,,
7973.5,14958.5,,,,
7973,14956.5,,,,
7973.5,14956,,,,
7971.5,14956.5,,,,
7973,14959.5,,,,
7973.5,14960.5,,,,
7973,14962.5,,,,
7974,14963.5,,,,
7974,14963,,,,
7974,14962.5,,,,
7974,14960.5,,,,
7973,14958,,,,
7972.5,14955.5,,,,
7971,14954.5,,,,
7972,14956.5,,,,
7973,14960,,,,
7973.5,14961.5,,,,
7974.5,14966.5,,,,
7975,14967,,,,
7974,14964.5,,,,
7975,14963.5,,,,
7975,14963.5,,,,
7975.5,14963.5,,,,
7976.5,14964.5,,,,
7977.5,14964.5,,,,
7977.5,14963.5,,,,
7977,14959.5,,,,
7977,14958.5,,,,
7974.5,14953.5,,,,
7974.5,14951.5,,,,
7975,14952.5,,,,
7974,14951,,,,
7974,14949.5,,,,
7974.5,14951.5,,,,
7975,14949.5,,,,
7975.5,14950.5,,,,
7976.5,14949.5,,,,
7976,14952.5,,,,
7977,14954.5,,,,
7976.5,14951.5,,,,
7977,14952,,,,
7977.5,14951.5,,,,
7977.5,14953.5,,,,
7978,14953.5,,,,
7978.5,14956.5,,,,
7978.5,14955.5,,,,
7978,14950.5,,,,
7978,14951,,,,
7977.5,14950.5,,,,
7978.5,14951.5,,,,
7978.5,14952,,,,
7980,14955,,,,
7980,14954.5,,,,
7981,14955.5,,,,
7979.5,14953.5,,,,
7980,14954.5,,,,
7979.5,14951.5,,,,
7980.5,14950.5,,,,
7981,14953,,,,
7980.5,14953,,,,
7982,14956.5,,,,
7982,14956.5,,,,
7982,14958,,,,
7981,14953.5,,,,
7981.5,14953.5,,,,
7981,14951.5,,,,
7981,14951.5,,,,
7981,14952,,,,
7981,14951.5,,,,
7980.5,14951.5,,,,
7980,14949,,,,
7980,14946.5,,,,
7980,14945.5,,,,
7979.5,14942.5,,,,
7979,14943.5,,,,
7979,14942.5,,,,
7978,14939.5,,,,
7978.5,14940,,,,
7978.5,14941.5,,,,
7979,14942,,,,
7979,14938.5,,,,
7976.5,14935.5,,,,
7978,14937.5,,,,
7978,14935.5,,,,
7976.5,14929.5,,,,
7977.5,14931.5,,,,
7977.5,14931.5,,,,
7977.5,14930.5,,,,
7976,14926.5,,,,
7976,14928.5,,,,
7974,14925,,,,
7974,14924.5,,,,
7975,14924.5,,,,
7975,14924.5,,,,
7973,14921.5,,,,
7973.5,14923.5,,,,
7972.5,14919.5,,,,
7972.5,14923,,,,
7972.5,14923.5,,,,
7973.5,14924.5,,,,
7973.5,14923,,,,
7973.5,14923.5,,,,
7972.5,14920.5,,,,
7972,14918.5,,,,
7971.5,14917.5,,,,
7970.5,14916.5,,,,
7970.5,14916.5,,,,
7971,14917.5,,,,
7969.5,14914.5,,,,
7968.5,14910,,,,
7968.5,14911.5,,,,
7968.5,14913.5,,,,
7968.5,14915.5,,,,
7967.5,14913.5,,,,
7967,14910.5,,,,
7967,14911.5,,,,
7965.5,14910.5,,,,
7963.5,14909.5,,,,
7965,14910.5,,,,
7964,14912.5,,,,
7965.5,14913,,,,
7964.5,14911.5,,,,
7965,14912.5,,,,
7965,14912.5,,,,
7965,14913.5,,,,
7965.5,14912.5,,,,
7966.5,14914.5,,,,
7965.5,14912.5,,,,
7965.5,14914.5,,,,
7964.5,14914.5,,,,
7963,14913.5,,,,
7962.5,14910.5,,,,
7962,14908.5,,,,
7963,14907.5,,,,
7963.5,14911.5,,,,
7962.5,14912.5,,,,
7961.5,14909.5,,,,
7961,14909.5,,,,
7961.5,14909,,,,
7961,14908.5,,,,
7960.5,14907.5,,,,
7960.5,14905.5,,,,
7958.5,14904.5,,,,
7959,14903.5,,,,
7959.5,14904.5,,,,
7959.5,14903.5,,,,
7958.5,14901.5,,,,
7959.5,14904,,,,
7959,14902,,,,
7957.5,14898.5,,,,
7957,14898,,,,
7956.5,14897.5,,,,
7958,14897.5,,,,
7957.5,14898,,,,
7956.5,14894.5,,,,
7955.5,14892.5,,,,
7956.5,14893,,,,
7957,14894.5,,,,
7957.5,14891.5,,,,
7958,14892.5,,,,
7957.5,14890.5,,,,
7956.5,14889,,,,
7955.5,14887.5,,,,
7955.5,14886,,,,
7955,14887,,,,
7955.5,14889.5,,,,
7955,14887,,,,
7954.5,14885.5,,,,
7955.5,14886.5,,,,
7955.5,14886.5,,,,
7956,14887.5,,,,
7956,14888.5,,,,
7955,14886.5,,,,
7954.5,14886.5,,,,
7954.5,14888.5,,,,
7956.5,14892.5,,,,
7955.5,14886.5,,,,
7955,14886.5,,,,
7955.5,14886.5,,,,
7956,14886.5,,,,
7956.5,14888.5,,,,
7956.5,14892.5,,,,
7957.5,14895.5,,,,
7957.5,14892.5,,,,
7957.5,14891,,,,
7956.5,14889.5,,,,
7955.5,14890,,,,
7956,14888.5,,,,
7957.5,14891.5,,,,
7957,14892,,,,
7957.5,14893.5,,,,
7958,14893.5,,,,
7956.5,14894,,,,
7957.5,14894.5,,,,
7959,14898,,,,
7959.5,14900.5,,,,
7960.5,14902.5,,,,
7961,14903.5,,,,
7961.5,14906.5,,,,
7961,14907,,,,
7961,14905.5,,,,
7961.5,14908.5,,,,
7964,14912,,,,
7964.5,14913,,,,
7962.5,14911.5,,,,
7964.5,14912.5,,,,
7965.5,14912.5,,,,
7965,14914,,,,
7964,14912.5,,,,
7965,14914.5,,,,
7963.5,14912.5,,,,
7963,14909.5,,,,
7963,14907.5,,,,
7964.5,14912.5,,,,
7964,14912.5,,,,
7964,14911.5,,,,
7963.5,14912.5,,,,
7963.5,14913.5,,,,
7964,14914.5,,,,
7962.5,14910.5,,,,
7961.5,14907.5,,,,
7962,14907.5,,,,
7962,14909.5,,,,
7963.5,14909.5,,,,
7963.5,14907.5,,,,
7964,14907.5,,,,
7963.5,14907.5,,,,
7963.5,14909,,,,
7963.5,14905.5,,,,
7964.5,14909,,,,
7964,14906.5,,,,
7965,14908.5,,,,
7964.5,14908.5,,,,
7965.5,14909,,,,
7964.5,14911,,,,
7966,14912,,,,
7965.5,14910.5,,,,
7966,14911.5,,,,
7965.5,14908.5,,,,
7963.5,14905.5,,,,
7964.5,14905.5,,,,
7963.5,14901.5,,,,
7964,14902.5,,,,
7964.5,14901.5,,,,
7965,14903.5,,,,
7965.5,14903.5,,,,
7966,14904.5,,,,
7965.5,14902.5,,,,
7965,14903.5,,,,
7965,14901.5,,,,
7965,14901.5,,,,
7965,14900.5,,,,
7966,14904,,,,
7966,14905.5,,,,
7966,14902.5,,,,
7966.5,14903.5,,,,
7968,14904.5,,,,
7968,14904.5,,,,
7967.5,14904,,,,
7967.5,14904,,,,
7968.5,14904,,,,
7969,14903.5,,,,
7969.5,14907.5,,,,
7971,14913,,,,
7972,14912.5,,,,
7970.5,14908,,,,
7971,14911.5,,,,
7971,14914.5,,,,
7971.5,14917.5,,,,
7971,14916.5,,,,
7972,14920,,,,
7970,14914.5,,,,
7969.5,14915.5,,,,
7969,14918.5,,,,
7969,14918.5,,,,
7967.5,14917.5,,,,
7967.5,14916.5,,,,
7968.5,14916.5,,,,
7968.5,14914.5,,,,
7966.5,14909.5,,,,
7966,14910,,,,
7966,14911.5,,,,
7967,14912.5,,,,
7966.5,14911.5,,,,
7968,14914.5,,,,
7968,14916.5,,,,
7967,14912.5,,,,
7967.5,14913.5,,,,
7967,14912,,,,
7966.5,14910.5,,,,
7966.5,14906,,,,
7966,14906.5,,,,
7965.5,14904.5,,,,
7965,14900.5,,,,
7964,14901,,,,
7965,14902.5,,,,
7965,14901,,,,
7965,14899.5,,,,
7964,14899,,,,
7964,14899,,,,
7965.5,14902.5,,,,
7966,14903.5,,,,
7965.5,14904.5,,,,
7964.5,14902.5,,,,
7964.5,14902,,,,
7964.5,14902.5,,,,
7965,14904.5,,,,
7964,14903.5,,,,
7964,14905,,,,
7963.5,14907,,,,
7963.5,14906,,,,
7963.5,14906.5,,,,
7963,14903.5,,,,
7963,14902.5,,,,
7962.5,14901,,,,
7961.5,14897.5,,,,
7962.5,14899.5,,,,
7964.5,14901.5,,,,
7965.5,14900,,,,
7963.5,14895.5,,,,
7965,14898.5,,,,
7965,14895.5,,,,
7965,14896.5,,,,
7965.5,14897.5,,,,
7966.5,14898.5,,,,
7966,14898,,,,
7967,14900.5,,,,
7967,14901.5,,,,
7967.5,14903.5,,,,
7968.5,14904,,,,
7966.5,14900.5,,,,
7967,14900,,,,
7967.5,14902.5,,,,
7967.5,14902.5,,,,
7967.5,14902.5,,,,
7967.5,14901.5,,,,
7967.5,14902.5,,,,
7968,14903.5,,,,
7967,14903.5,,,,
7968,14906.5,,,,
7967.5,14906.5,,,,
7969,14909.5,,,,
7968.5,14909.5,,,,
7970,14912.5,,,,
7970.5,14916.5,,,,
7970.5,14916.5,,,,
7970,14916,,,,
7969,14916.5,,,,
7967.5,14914.5,,,,
7966,14912.5,,,,
7967.5,14915.5,,,,
7969.5,14919.5,,,,
7971,14922.5,,,,
7970,14922,,,,
7970.5,14921.5,,,,
7969.5,14919.5,,,,
7968,14916.5,,,,
7967,14914.5,,,,
7964.5,14910.5,,,,
7966,14913,,,,
7965.5,14911.5,,,,
7965.5,14912.5,,,,
7965.5,14914.5,,,,
7965.5,14916.5,,,,
7966,14917.5,,,,
7965.5,14915.5,,,,
7964.5,14915.5,,,,
7965,14915.5,,,,
7965.5,14920.5,,,,
7965,14920.5,,,,
7964,14918,,,,
7964,14919.5,,,,
7962.5,14917.5,,,,
7963.5,14919,,,,
7963,14918.5,,,,
7964,14920.5,,,,
7963.5,14917.5,,,,
7962.5,14917,,,,
7963.5,14914,,,,
7963.5,14913.5,,,,
7961.5,14909,,,,
7961,14907.5,,,,
7961,14908.5,,,,
7960,14908,,,,
7960.5,14906.5,,,,
7959.5,14904,,,,
7960,14902.5,,,,
7958.5,14901.5,,,,
7959,14905.5,,,,
7961,14910.5,,,,
7961,14909.5,,,,
7961.5,14912,,,,
7962.5,14913.5,,,,
7962,14915.5,,,,
7962.5,14915.5,,,,
7962,14915,,,,
7961.5,14916.5,,,,
7961.5,14914.5,,,,
7960.5,14913,,,,
7960,14910.5,,,,
7960.5,14912,,,,
7960.5,14915.5,,,,
7960,14913.5,,,,
7960.5,14914.5,,,,
7960.5,14914.5,,,,
7960.5,14915,,,,
7959,14911.5,,,,
7957.5,14904.5,,,,
7956,14900,,,,
7955.5,14901.5,,,,
7954,14899.5,,,,
7954.5,14901.5,,,,
7954.5,14903.5,,,,
7955,14904,,,,
7956,14905.5,,,,
7956,14905.5,,,,
7956,14908.5,,,,
7956.5,14909.5,,,,
7957,14912.5,,,,
7956,14908.5,,,,
7955.5,14905.5,,,,
7957,14907.5,,,,
7955.5,14903.5,,,,
7957,14904.5,,,,
7957,14904,,,,
7957.5,14905,,,,
7958,14902.5,,,,
7959,14901.5,,,,
7958.5,14900.5,,,,
7958.5,14900.5,,,,
7958.5,14900.5,,,,
7957,14897.5,,,,
7957.5,14901,,,,
7957.5,14901,,,,
7958,14899.5,,,,
7959,14904.5,,,,
7959.5,14906.5,,,,
7957.5,14904.5,,,,
7957.5,14903.5,,,,
7956.5,14900.5,,,,
7956.5,14899,,,,
7956.5,14899.5,,,,
7956.5,14901.5,,,,
7957,14903.5,,,,
7956.5,14902.5,,,,
7958,14906.5,,,,
7957.5,14906.5,,,,
7957.5,14909.5,,,,
7959,14910,,,,
7959.5,14909,,,,
7960,14909.5,,,,
7958,14908.5,,,,
7958,14909.5,,,,
7957.5,14906.5,,,,
7958,14907.5,,,,
7959,14909.5,,,,
7959.5,14908.5,,,,
7958.5,14906,,,,
7958,14904.5,,,,
7958,14906.5,,,,
7958,14906.5,,,,
7959,14907.5,,,,
7959,14907.5,,,,
7959.5,14908,,,,
7960,14908.5,,,,
7961.5,14911,,,,
7960.5,14908.5,,,,
7962,14911.5,,,,
7962,14913,,,,
7961,14910,,,,
7962,14915.5,,,,
7961.5,14915.5,,,,
7959.5,14910.5,,,,
7958,14908.5,,,,
7959,14909.5,,,,
7959.5,14908.5,,,,
7959.5,14908.5,,,,
7960.5,14911,,,,
7962,14912.5,,,,
7962.5,14913,,,,
7961.5,14913.5,,,,
7961.5,14913.5,,,,
7962,14916,,,,
7961.5,14914,,,,
7962,14913.5,,,,
7960.5,14914.5,,,,
7962.5,14917,,,,
7962.5,14914.5,,,,
7962,14913.5,,,,
7961,14913.5,,,,
7961,14912.5,,,,
7962,14914.5,,,,
7962,14915,,,,
7962.5,14916.5,,,,
7962,14916.5,,,,
7962.5,14917.5,,,,
7962,14917.5,,,,
7962,14916.5,,,,
7962,14915.5,,,,
7961,14914,,,,
7961.5,14913.5,,,,
7961.5,14914,,,,
7962,14916.5,,,,
7963.5,14920.5,,,,
7963.5,14919.5,,,,
7961.5,14917.5,,,,
7964,14921.5,,,,
7963.5,14926.5,,,,
7963.5,14927,,,,
7964.5,14924.5,,,,
7964,14924.5,,,,
7964.5,14924,,,,
7966,14926.5,,,,
7967,14926.5,,,,
7966,14925.5,,,,
7967.5,14929.5,,,,
7967,14930.5,,,,
7967,14930.5,,,,
7966.5,14928.5,,,,
7966,14931,,,,
7967,14933.5,,,,
7968,14938.5,,,,
7969.5,14939.5,,,,
7968.5,14939.5,,,,
7967.5,14937.5,,,,
7968,14937,,,,
7967,14936.5,,,,
7966.5,14939.5,,,,
7968,14939.5,,,,
7967.5,14939.5,,,,
7966,14937.5,,,,
7966.5,14941.5,,,,
7967.5,14942.5,,,,
7968,14942,,,,
7967,14940.5,,,,
7966.5,14938.5,,,,
7967,14939.5,,,,
7967.5,14939.5,,,,
7967.5,14939.5,,,,
7966,14933.5,,,,
7965.5,14934.5,,,,
7966.5,14936.5,,,,
7965.5,14935.5,,,,
7966,14933,,,,
7966.5,14934,,,,
7964.5,14931,,,,
7965.5,14932.5,,,,
7966,14933.5,,,,
7967,14938.5,,,,
7966.5,14939.5,,,,
7966.5,14940.5,,,,
7966,14941,,,,
7965.5,14941.5,,,,
7964,14937.5,,,,
7963,14936.5,,,,
7963,14936.5,,,,
7963,14933.5,,,,
7963.5,14936,,,,
7963.5,14935.5,,,,
7965,14938.5,,,,
7964,14937,,,,
7963.5,14935.5,,,,
7962.5,14934.5,,,,
7962.5,14935,,,,
7962.5,14933.5,,,,
7962.5,14933.5,,,,
7961.5,14934.5,,,,
7962.5,14936.5,,,,
7963.5,14942,,,,
7963.5,14944.5,,,,
7964.5,14944.5,,,,
7964,14945,,,,
7964.5,14944,,,,
7963.5,14939.5,,,,
7963.5,14940.5,,,,
7964,14937.5,,,,
7964.5,14938.5,,,,
7963.5,14936.5,,,,
7963.5,14938.5,,,,
7963,14938.5,,,,
7963,14937.5,,,,
7961.5,14936.5,,,,
7960.5,14939.5,,,,
7961.5,14941.5,,,,
7962,14942.5,,,,
7961,14940.5,,,,
7961,14941,,,,
7961.5,14942.5,,,,
7962.5,14945.5,,,,
7962,14943.5,,,,
7962,14945,,,,
7962,14944.5,,,,
7960.5,14944.5,,,,
7961,14942.5,,,,
7961.5,14945,,,,
7961.5,14945.5,,,,
7960,14943.5,,,,
7960.5,14944.5,,,,
7961.5,14946.5,,,,
7960,14944,,,,
7959.5,14944.5,,,,
7960,14944.5,,,,
7960,14943.5,,,,
7961.5,14947,,,,
7961.5,14948.5,,,,
7962,14950.5,,,,
7963.5,14954,,,,
7963,14951.5,,,,
7964.5,14955.5,,,,
